Type,Serial Nb,Channel Nb,Line Name,Point Nb,State,Auto Test,Easting (m),Northing (m),Elevation (m),Noise (μV),Distortion (dB),Phase(μs),Gain (%),CMRR (dB),Version,Last Test Date,Cx Master,SOH Instr. State,SOH Synchro State
"FDU_508",136143,1,110.00,392.00,"Test","Ok",0,0,0,0.36,-116.38,0.84,-0.12,135.44,"2.5.16","08/23/2022 10:19:57 UTC+05:30",1953576,"N/A","N/A"
"FDU_508",249914,1,110.00,407.00,"Test","Ok",0,0,0,0.35,-115.82,3.49,-0.12,137.63,"2.5.16","08/23/2022 10:19:57 UTC+05:30",1953576,"N/A","N/A"
"FDU_508",250206,1,110.00,406.00,"Test","Ok",0,0,0,0.35,-115.57,2.68,-0.14,135.04,"2.5.16","08/23/2022 10:19:57 UTC+05:30",1953576,"N/A","N/A"
"FDU_508",250248,1,110.00,405.00,"Test","Ok",0,0,0,0.36,-118.84,2.79,-0.15,132.74,"2.5.16","08/23/2022 10:19:57 UTC+05:30",1953576,"N/A","N/A"
"FDU_508",143072,1,110.00,404.00,"Test","Ok",0,0,0,0.36,-115.60,1.05,-0.16,138.40,"2.5.16","08/23/2022 10:19:57 UTC+05:30",1953576,"N/A","N/A"
"FDU_508",142046,1,110.00,403.00,"Test","Ok",0,0,0,0.36,-114.42,0.11,-0.15,138.10,"2.5.16","08/23/2022 10:19:57 UTC+05:30",1953576,"N/A","N/A"
"FDU_508",133080,1,110.00,402.00,"Test","Ok",0,0,0,0.35,-114.91,1.16,-0.12,128.20,"2.5.16","08/23/2022 10:19:57 UTC+05:30",1953576,"N/A","N/A"
"FDU_508",132125,1,110.00,401.00,"Test","Ok",0,0,0,0.36,-116.41,0.98,-0.13,129.93,"2.5.16","08/23/2022 10:19:57 UTC+05:30",1953576,"N/A","N/A"
"FDU_508",180507,1,110.00,400.00,"Test","Ok",0,0,0,0.35,-117.87,-1.26,-0.13,130.84,"2.5.16","08/23/2022 10:19:57 UTC+05:30",1953576,"N/A","N/A"
"FDU_508",182376,1,110.00,399.00,"Test","Ok",0,0,0,0.36,-114.10,-0.17,-0.16,124.13,"2.5.16","08/23/2022 10:19:57 UTC+05:30",1953576,"N/A","N/A"
"FDU_508",181130,1,110.00,398.00,"Test","Ok",0,0,0,0.36,-115.81,0.34,-0.13,132.01,"2.5.16","08/23/2022 10:19:57 UTC+05:30",1953576,"N/A","N/A"
"FDU_508",179905,1,110.00,397.00,"Test","Ok",0,0,0,0.36,-119.69,-1.23,-0.16,136.67,"2.5.16","08/23/2022 10:19:57 UTC+05:30",1953576,"N/A","N/A"
"FDU_508",161803,1,110.00,396.00,"Test","Ok",0,0,0,0.36,-117.97,1.55,-0.15,133.09,"2.5.16","08/23/2022 10:19:57 UTC+05:30",1953576,"N/A","N/A"
"FDU_508",170903,1,110.00,395.00,"Test","Ok",0,0,0,0.36,-120.74,0.99,-0.13,126.07,"2.5.16","08/23/2022 10:19:57 UTC+05:30",1953576,"N/A","N/A"
