Type,Serial Nb,Channel Nb,Line Name,Point Nb,State,Auto Test,Easting (m),Northing (m),Elevation (m),Noise (μV),Distortion (dB),Phase(μs),Gain (%),CMRR (dB),Version,Last Test Date,Cx Master,SOH Instr. State,SOH Synchro State
"FDU_508",219910,1,110.00,460.00,"Test","Ok",0,0,0,0.35,-115.44,-0.14,-0.12,126.39,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",170603,1,110.00,475.00,"Test","Ok",0,0,0,0.36,-117.35,1.67,-0.15,129.83,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",174600,1,110.00,473.00,"Test","Ok",0,0,0,0.36,-119.53,0.46,-0.16,132.10,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",243083,1,110.00,495.00,"Test","Ok",0,0,0,0.36,-116.11,1.23,-0.10,134.95,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",243679,1,110.00,493.00,"Test","Ok",0,0,0,0.36,-116.23,0.28,-0.12,139.05,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",245615,1,110.00,494.00,"Test","Ok",0,0,0,0.36,-116.85,2.32,-0.12,127.81,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",246292,1,110.00,492.00,"Test","Ok",0,0,0,0.36,-115.37,2.99,-0.16,127.73,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",1745556,1,110.00,490.00,"Test","Ok",0,0,0,0.38,-115.10,-0.10,-0.10,129.33,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",1748498,1,110.00,489.00,"Test","Ok",0,0,0,0.49,-111.07,-0.35,-0.11,125.81,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",1748500,1,110.00,488.00,"Test","Ok",0,0,0,0.38,-111.21,-1.05,-0.11,147.18,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",156497,1,110.00,451.00,"Test","Ok",0,0,0,0.36,-117.78,1.26,-0.16,146.14,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806981,"N/A","N/A"
"FDU_508",174261,1,110.00,450.00,"Test","Ok",0,0,0,0.35,-115.81,-0.41,-0.14,127.84,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806981,"N/A","N/A"
"FDU_508",162923,1,110.00,449.00,"Test","Ok",0,0,0,0.34,-117.62,1.31,-0.17,138.20,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806981,"N/A","N/A"
"FDU_508",174062,1,110.00,448.00,"Test","Ok",0,0,0,0.36,-115.37,1.81,-0.14,128.63,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806981,"N/A","N/A"
"FDU_508",163353,1,110.00,472.00,"Test","Ok",0,0,0,0.35,-116.88,1.13,-0.15,126.61,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",262783,1,110.00,461.00,"Test","Ok",0,0,0,0.35,-114.60,1.41,-0.14,124.55,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",243062,1,110.00,462.00,"Test","Ok",0,0,0,0.37,-114.14,1.67,-0.12,130.32,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",211147,1,110.00,463.00,"Test","Ok",0,0,0,0.36,-117.14,0.49,-0.12,129.59,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",226777,1,110.00,467.00,"Test","Ok",0,0,0,0.35,-113.64,0.16,-0.14,139.05,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",244122,1,110.00,471.00,"Test","Ok",0,0,0,0.34,-118.05,1.58,-0.11,127.25,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",245074,1,110.00,470.00,"Test","Ok",0,0,0,0.36,-115.96,0.21,-0.11,132.44,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",215776,1,110.00,469.00,"Test","Ok",0,0,0,0.35,-117.05,0.22,-0.11,125.31,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",216534,1,110.00,468.00,"Test","Ok",0,0,0,0.37,-116.14,-0.11,-0.12,141.50,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",143466,1,110.00,476.00,"Test","Ok",0,0,0,0.37,-114.40,1.20,-0.16,136.49,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",138178,1,110.00,477.00,"Test","Ok",0,0,0,0.35,-115.32,0.94,-0.15,129.48,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",139110,1,110.00,478.00,"Test","Ok",0,0,0,0.37,-117.42,1.62,-0.13,127.79,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",139801,1,110.00,479.00,"Test","Ok",0,0,0,0.35,-115.51,1.21,-0.12,131.31,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",1746192,1,110.00,491.00,"Test","Ok",0,0,0,0.38,-114.76,-0.11,-0.12,147.03,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",125057,1,110.00,486.00,"Test","Ok",0,0,0,0.36,-117.03,0.13,-0.12,134.33,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",63337,1,110.00,457.00,"Test","Ok",0,0,0,0.36,-118.53,-2.57,-0.12,134.62,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",74854,1,110.00,496.00,"Test","Ok",0,0,0,0.35,-119.94,1.11,-0.18,129.38,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",81512,1,110.00,458.00,"Test","Ok",0,0,0,0.37,-115.45,0.95,-0.23,130.24,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",85958,1,110.00,459.00,"Test","Ok",0,0,0,0.35,-118.02,0.63,-0.21,126.08,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",88922,1,110.00,498.00,"Test","Ok",0,0,0,0.37,-114.67,0.70,-0.16,125.82,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",93212,1,110.00,447.00,"Test","Ok",0,0,0,0.35,-111.97,1.18,-0.17,133.57,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806981,"N/A","N/A"
"FDU_508",93398,1,110.00,445.00,"Test","Ok",0,0,0,0.35,-117.25,0.57,-0.15,123.47,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806981,"N/A","N/A"
"FDU_508",93891,1,110.00,456.00,"Test","Ok",0,0,0,0.36,-116.92,1.35,-0.19,128.90,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",94154,1,110.00,499.00,"Test","Ok",0,0,0,0.35,-119.80,1.07,-0.18,129.26,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",98223,1,110.00,446.00,"Test","Ok",0,0,0,0.35,-114.82,1.50,-0.19,135.18,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806981,"N/A","N/A"
"FDU_508",99815,1,110.00,497.00,"Test","Ok",0,0,0,0.37,-116.64,0.96,-0.13,125.09,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",105715,1,110.00,481.00,"Test","Ok",0,0,0,0.35,-117.38,1.68,-0.15,124.85,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",110449,1,110.00,483.00,"Test","Ok",0,0,0,0.36,-115.96,-0.28,-0.17,125.87,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",59237,1,110.00,444.00,"Test","Ok",0,0,0,0.34,-118.48,-1.18,-0.16,137.59,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806981,"N/A","N/A"
"FDU_508",126182,1,110.00,466.00,"Test","Ok",0,0,0,0.37,-115.45,0.80,-0.14,126.83,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",128286,1,110.00,480.00,"Test","Ok",0,0,0,0.36,-116.24,0.84,-0.12,125.86,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",131861,1,110.00,453.00,"Test","Ok",0,0,0,0.35,-114.20,0.80,-0.15,125.88,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806981,"N/A","N/A"
"FDU_508",131864,1,110.00,454.00,"Test","Ok",0,0,0,0.36,-112.99,0.22,-0.15,129.72,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806981,"N/A","N/A"
"FDU_508",134160,1,110.00,455.00,"Test","Ok",0,0,0,0.37,-116.81,0.53,-0.14,124.84,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806981,"N/A","N/A"
"FDU_508",134386,1,110.00,452.00,"Test","Ok",0,0,0,0.39,-115.20,0.43,-0.13,132.45,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806981,"N/A","N/A"
"FDU_508",135753,1,110.00,484.00,"Test","Ok",0,0,0,0.36,-113.64,0.73,-0.17,119.58,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",135935,1,110.00,485.00,"Test","Ok",0,0,0,0.37,-111.71,-0.59,-0.12,135.13,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",136052,1,110.00,487.00,"Test","Ok",0,0,0,0.37,-116.01,0.70,-0.13,128.01,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",139713,1,110.00,464.00,"Test","Ok",0,0,0,0.36,-117.45,1.36,-0.10,132.59,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",140496,1,110.00,465.00,"Test","Ok",0,0,0,0.36,-115.96,1.48,-0.11,124.14,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",154796,1,110.00,482.00,"Test","Ok",0,0,0,0.35,-117.56,0.24,-0.14,140.14,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",156756,1,110.00,474.00,"Test","Ok",0,0,0,0.34,-115.65,2.05,-0.14,138.21,"2.5.16","08/24/2022 10:13:30 UTC+05:30",1806993,"N/A","N/A"
