Type,Serial Nb,Channel Nb,Line Name,Point Nb,State,Auto Test,Easting (m),Northing (m),Elevation (m),Noise (μV),Distortion (dB),Phase(μs),Gain (%),CMRR (dB),Version,Last Test Date,Cx Master,SOH Instr. State,SOH Synchro State
"FDU_508",173238,1,110.00,452.00,"Test","Ok",0,0,0,0.37,-118.54,2.29,-0.14,137.33,"2.5.10","08/20/2022 11:48:54 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",2025728,1,110.00,540.00,"Test","Ok",0,0,0,0.35,-110.51,2.13,-0.14,131.36,"2.5.16","08/20/2022 11:48:54 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",2049892,1,110.00,544.00,"Test","Ok",0,0,0,0.37,-114.20,2.64,-0.13,133.23,"2.5.16","08/20/2022 11:48:54 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",2052447,1,110.00,541.00,"Test","Ok",0,0,0,0.35,-116.04,2.96,-0.13,141.82,"2.5.16","08/20/2022 11:48:54 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",2052621,1,110.00,490.00,"Test","Ok",0,0,0,0.37,-114.85,1.87,-0.13,133.14,"2.5.16","08/20/2022 11:48:54 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",2052683,1,110.00,542.00,"Test","Ok",0,0,0,0.37,-117.82,2.85,-0.15,130.90,"2.5.16","08/20/2022 11:48:54 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",2052685,1,110.00,548.00,"Test","Ok",0,0,0,0.36,-116.28,0.70,-0.13,136.79,"2.5.16","08/20/2022 11:48:54 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",2052698,1,110.00,491.00,"Test","Ok",0,0,0,0.35,-116.29,2.88,-0.12,135.31,"2.5.16","08/20/2022 11:48:54 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",152032,1,110.00,476.00,"Test","Ok",0,0,0,0.35,-118.32,1.80,-0.15,129.70,"2.5.10","08/20/2022 11:48:54 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",147880,1,110.00,475.00,"Test","Ok",0,0,0,0.36,-114.64,0.58,-0.14,128.55,"2.5.10","08/20/2022 11:48:54 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",147538,1,110.00,474.00,"Test","Ok",0,0,0,0.36,-116.42,1.87,-0.18,116.13,"2.5.10","08/20/2022 11:48:54 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",149241,1,110.00,473.00,"Test","Ok",0,0,0,0.37,-115.97,0.86,-0.16,145.82,"2.5.10","08/20/2022 11:48:54 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",118684,1,110.00,460.00,"Test","Ok",0,0,0,0.34,-116.38,0.29,-0.17,134.25,"2.5.10","08/20/2022 11:48:54 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",111420,1,110.00,459.00,"Test","Ok",0,0,0,0.35,-117.70,0.26,-0.17,130.39,"2.5.10","08/20/2022 11:48:54 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",116685,1,110.00,458.00,"Test","Ok",0,0,0,0.36,-117.95,0.82,-0.14,136.02,"2.5.10","08/20/2022 11:48:54 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",114836,1,110.00,457.00,"Test","Ok",0,0,0,0.36,-117.54,0.21,-0.17,130.42,"2.5.10","08/20/2022 11:48:54 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",2024886,1,110.00,537.00,"Test","Ok",0,0,0,0.37,-116.77,1.52,-0.12,179.63,"2.5.16","08/20/2022 11:48:54 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",28803,1,110.00,451.00,"Test","Ok",0,0,0,0.36,-115.34,0.53,-0.14,124.56,"2.5.10","08/20/2022 11:48:54 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",133652,1,110.00,450.00,"Test","Ok",0,0,0,0.36,-116.01,-0.01,-0.13,132.83,"2.5.10","08/20/2022 11:48:54 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",163571,1,110.00,449.00,"Test","Ok",0,0,0,0.36,-115.82,1.52,-0.14,126.54,"2.5.10","08/20/2022 11:48:54 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",92607,1,110.00,444.00,"Test","Ok",0,0,0,0.34,-116.15,1.67,-0.14,133.54,"2.5.16","08/20/2022 11:48:54 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",90183,1,110.00,443.00,"Test","Ok",0,0,0,0.35,-114.81,2.23,-0.15,139.75,"2.5.16","08/20/2022 11:48:54 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",91874,1,110.00,442.00,"Test","Ok",0,0,0,0.36,-118.08,1.45,-0.17,127.49,"2.5.16","08/20/2022 11:48:54 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",70127,1,110.00,441.00,"Test","Ok",0,0,0,0.35,-116.69,0.12,-0.17,127.43,"2.5.16","08/20/2022 11:48:54 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",180554,1,110.00,436.00,"Test","Ok",0,0,0,0.35,-115.19,-1.70,-0.14,133.97,"2.5.10","08/20/2022 11:48:54 UTC+05:30",1806992,"N/A","N/A"
"FDU_508",180925,1,110.00,435.00,"Test","Ok",0,0,0,0.36,-119.76,0.32,-0.15,127.39,"2.5.10","08/20/2022 11:48:54 UTC+05:30",1806992,"N/A","N/A"
"FDU_508",182291,1,110.00,434.00,"Test","Ok",0,0,0,0.35,-117.15,0.04,-0.12,139.67,"2.5.10","08/20/2022 11:48:54 UTC+05:30",1806992,"N/A","N/A"
"FDU_508",180711,1,110.00,433.00,"Test","Ok",0,0,0,0.36,-114.64,0.07,-0.13,140.30,"2.5.10","08/20/2022 11:48:54 UTC+05:30",1806992,"N/A","N/A"
"FDU_508",180784,1,110.00,428.00,"Test","Ok",0,0,0,0.36,-116.52,0.02,-0.13,128.70,"2.5.10","08/20/2022 11:48:54 UTC+05:30",1806992,"N/A","N/A"
"FDU_508",211182,1,110.00,427.00,"Test","Ok",0,0,0,0.37,-116.61,0.28,-0.09,131.62,"2.5.10","08/20/2022 11:48:54 UTC+05:30",1806992,"N/A","N/A"
"FDU_508",272093,1,110.00,426.00,"Test","Ok",0,0,0,0.36,-116.87,-1.13,-0.14,129.55,"2.5.10","08/20/2022 11:48:54 UTC+05:30",1806992,"N/A","N/A"
