Type,Serial Nb,Channel Nb,Line Name,Point Nb,State,Auto Test,Easting (m),Northing (m),Elevation (m),Noise (μV),Distortion (dB),Phase(μs),Gain (%),CMRR (dB),Version,Last Test Date,Cx Master,SOH Instr. State,SOH Synchro State
"FDU_508",269740,1,110.00,485.00,"Test","Ok",0,0,0,0.37,-116.45,-0.35,-0.13,131.22,"2.5.16","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",227230,1,110.00,466.00,"Test","Ok",0,0,0,0.35,-115.43,-0.15,-0.15,130.93,"2.5.1","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",235194,1,110.00,496.00,"Test","Ok",0,0,0,0.36,-116.95,0.06,-0.16,130.82,"2.5.16","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",238294,1,110.00,460.00,"Test","Ok",0,0,0,0.36,-117.07,2.56,-0.20,134.42,"2.5.16","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",239304,1,110.00,470.00,"Test","Ok",0,0,0,0.36,-114.16,1.95,-0.13,125.92,"2.5.1","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",242218,1,110.00,491.00,"Test","Ok",0,0,0,0.37,-117.40,2.13,-0.13,146.66,"2.5.13","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",245384,1,110.00,493.00,"Test","Ok",0,0,0,0.35,-119.26,3.03,-0.10,135.63,"2.5.16","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",247619,1,110.00,483.00,"Test","Ok",0,0,0,0.35,-113.76,3.13,-0.16,135.85,"2.5.1","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",253152,1,110.00,457.00,"Test","Ok",0,0,0,0.36,-114.16,2.93,-0.14,142.75,"2.5.16","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",260691,1,110.00,506.00,"Test","Ok",0,0,0,0.35,-113.74,1.55,-0.14,122.79,"2.5.16","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",262017,1,110.00,507.00,"Test","Ok",0,0,0,0.35,-118.26,1.11,-0.15,133.04,"2.5.16","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",263019,1,110.00,469.00,"Test","Ok",0,0,0,0.36,-115.04,2.93,-0.07,133.34,"2.4.1","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",266441,1,110.00,467.00,"Test","Ok",0,0,0,0.36,-118.08,2.35,-0.09,127.36,"2.5.1","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",269547,1,110.00,511.00,"Test","Ok",0,0,0,0.36,-114.44,-0.71,-0.14,132.58,"2.5.16","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",269579,1,110.00,459.00,"Test","Ok",0,0,0,0.35,-116.65,-0.18,-0.14,147.00,"2.5.16","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",269706,1,110.00,505.00,"Test","Ok",0,0,0,0.35,-117.24,1.23,-0.12,127.67,"2.5.16","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",226642,1,110.00,458.00,"Test","Ok",0,0,0,0.35,-118.04,0.38,-0.18,140.99,"2.5.16","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",269772,1,110.00,508.00,"Test","Ok",0,0,0,0.36,-115.29,-0.08,-0.13,135.60,"2.5.16","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",270218,1,110.00,486.00,"Test","Ok",0,0,0,0.36,-114.22,-0.17,-0.13,126.69,"2.5.16","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",270768,1,110.00,488.00,"Test","Ok",0,0,0,0.36,-115.40,1.08,-0.13,134.29,"2.5.16","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",270790,1,110.00,512.00,"Test","Ok",0,0,0,0.37,-115.71,-0.02,-0.15,125.42,"2.5.16","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",272036,1,110.00,487.00,"Test","Ok",0,0,0,0.36,-113.15,-0.59,-0.13,126.13,"2.5.16","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",272378,1,110.00,510.00,"Test","Ok",0,0,0,0.35,-117.51,-0.07,-0.13,124.17,"2.5.16","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",412175,1,110.00,465.00,"Test","Ok",0,0,0,0.36,-115.02,-1.90,-0.13,151.82,"2.4.5","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",1041974,1,110.00,474.00,"Test","Ok",0,0,0,0.38,-117.78,2.61,-0.14,145.76,"2.5.10","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",1042668,1,110.00,475.00,"Test","Ok",0,0,0,0.40,-116.06,2.81,-0.12,136.25,"2.5.10","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",1051765,1,110.00,502.00,"Test","Ok",0,0,0,0.37,-112.53,3.99,-0.13,126.77,"2.5.16","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",1051781,1,110.00,473.00,"Test","Ok",0,0,0,0.37,-116.46,3.25,-0.14,129.73,"2.5.10","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",1949942,1,110.00,517.00,"Test","Ok",0,0,0,0.37,-116.90,-2.17,-0.13,139.20,"2.5.16","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",1953108,1,110.00,519.00,"Test","Ok",0,0,0,0.36,-118.28,-1.87,-0.14,133.58,"2.5.16","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",2048909,1,110.00,518.00,"Test","Ok",0,0,0,0.36,-118.38,0.75,-0.13,134.53,"2.5.16","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",2048920,1,110.00,520.00,"Test","Ok",0,0,0,0.36,-115.55,1.31,-0.13,127.88,"2.5.16","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",134500,1,110.00,477.00,"Test","Ok",0,0,0,0.37,-116.83,0.17,-0.12,132.04,"2.5.10","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",41674,1,110.00,462.00,"Test","Ok",0,0,0,0.36,-113.51,0.21,-0.09,131.12,"2.5.16","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",62679,1,110.00,492.00,"Test","Ok",0,0,0,0.34,-117.69,-1.46,-0.17,130.30,"2.5.13","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",73733,1,110.00,482.00,"Test","Ok",0,0,0,0.35,-116.71,-1.30,-0.20,128.13,"2.5.1","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",79563,1,110.00,490.00,"Test","Ok",0,0,0,0.36,-117.39,-1.07,-0.19,123.17,"2.5.13","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",84618,1,110.00,494.00,"Test","Ok",0,0,0,0.35,-116.55,2.04,-0.18,135.12,"2.5.16","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",84691,1,110.00,489.00,"Test","Ok",0,0,0,0.36,-118.21,0.65,-0.19,138.74,"2.5.13","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",100538,1,110.00,498.00,"Test","Ok",0,0,0,0.36,-118.59,1.05,-0.17,131.28,"2.5.16","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",105253,1,110.00,509.00,"Test","Ok",0,0,0,0.35,-116.69,1.87,-0.16,126.61,"2.5.16","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",105391,1,110.00,500.00,"Test","Ok",0,0,0,0.38,-114.60,1.00,-0.15,128.67,"2.5.16","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",105415,1,110.00,497.00,"Test","Ok",0,0,0,0.35,-115.09,0.85,-0.15,132.90,"2.5.16","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",106511,1,110.00,495.00,"Test","Ok",0,0,0,0.35,-115.66,-0.22,-0.15,132.73,"2.5.16","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",109690,1,110.00,499.00,"Test","Ok",0,0,0,0.36,-118.17,0.57,-0.16,123.42,"2.5.16","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",127651,1,110.00,514.00,"Test","Ok",0,0,0,0.35,-115.97,0.53,-0.16,132.66,"2.5.16","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",131592,1,110.00,479.00,"Test","Ok",0,0,0,0.36,-112.08,0.90,-0.15,139.31,"2.5.10","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",133346,1,110.00,478.00,"Test","Ok",0,0,0,0.37,-115.18,0.90,-0.14,131.96,"2.5.10","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",32725,1,110.00,501.00,"Test","Ok",0,0,0,0.35,-117.19,0.24,-0.13,152.05,"2.5.16","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",136823,1,110.00,513.00,"Test","Ok",0,0,0,0.36,-115.59,0.27,-0.16,140.16,"2.5.16","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",137668,1,110.00,472.00,"Test","Ok",0,0,0,0.37,-114.09,1.05,-0.17,137.35,"2.5.1","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",140142,1,110.00,516.00,"Test","Ok",0,0,0,0.36,-115.53,1.54,-0.16,135.01,"2.5.16","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",141057,1,110.00,515.00,"Test","Ok",0,0,0,0.36,-114.49,1.76,-0.17,125.33,"2.5.16","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",142261,1,110.00,480.00,"Test","Ok",0,0,0,0.37,-115.76,1.00,-0.16,128.72,"2.5.10","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",157075,1,110.00,481.00,"Test","Ok",0,0,0,0.35,-117.60,1.64,-0.14,130.52,"2.5.10","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",211926,1,110.00,476.00,"Test","Ok",0,0,0,0.37,-116.36,0.90,-0.09,128.55,"2.5.10","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",215584,1,110.00,471.00,"Test","Ok",0,0,0,0.35,-116.61,-1.16,-0.12,135.88,"2.5.1","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",218678,1,110.00,464.00,"Test","Ok",0,0,0,0.35,-116.36,0.11,-0.15,135.78,"2.5.16","08/24/2022 16:23:43 UTC+05:30",1806993,"N/A","N/A"
