Type,Serial Nb,Channel Nb,Line Name,Point Nb,State,Auto Test,Easting (m),Northing (m),Elevation (m),Noise (μV),Distortion (dB),Phase(μs),Gain (%),CMRR (dB),Version,Last Test Date,Cx Master,SOH Instr. State,SOH Synchro State
"FDU_508",1053472,1,110.00,590.00,"Test","Ok",0,0,0,0.40,-114.94,2.24,-0.11,136.02,"2.5.10","08/21/2022 10:45:17 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",994208,1,110.00,485.00,"Test","Ok",0,0,0,0.39,-114.30,0.19,-0.11,138.39,"2.5.10","08/21/2022 10:45:17 UTC+05:30",1953577,"N/A","N/A"
"FDU_508",998777,1,110.00,390.00,"Test","Ok",0,0,0,0.37,-112.24,3.32,-0.10,130.93,"2.5.10","08/21/2022 10:45:17 UTC+05:30",1806992,"N/A","N/A"
"FDU_508",1009337,1,110.00,456.00,"Test","Ok",0,0,0,0.38,-113.51,-0.13,-0.11,126.57,"2.5.10","08/21/2022 10:45:17 UTC+05:30",1953577,"N/A","N/A"
"FDU_508",1034187,1,110.00,578.00,"Test","Ok",0,0,0,0.39,-116.80,3.85,-0.11,123.88,"2.5.10","08/21/2022 10:45:17 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",1034775,1,110.00,577.00,"Test","Ok",0,0,0,0.37,-114.13,3.00,-0.12,133.91,"2.5.10","08/21/2022 10:45:17 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",1036630,1,110.00,415.00,"Test","Ok",0,0,0,0.37,-114.91,2.22,-0.17,132.51,"2.5.16","08/21/2022 10:45:17 UTC+05:30",1806992,"N/A","N/A"
"FDU_508",1039069,1,110.00,487.00,"Test","Ok",0,0,0,0.38,-113.38,2.33,-0.17,130.07,"2.5.10","08/21/2022 10:45:17 UTC+05:30",1953577,"N/A","N/A"
"FDU_508",1039687,1,110.00,528.00,"Test","Ok",0,0,0,0.40,-114.86,0.66,-0.12,125.53,"2.5.10","08/21/2022 10:45:17 UTC+05:30",1953577,"N/A","N/A"
"FDU_508",1040091,1,110.00,527.00,"Test","Ok",0,0,0,0.42,-115.01,2.18,-0.14,126.08,"2.5.10","08/21/2022 10:45:17 UTC+05:30",1953577,"N/A","N/A"
"FDU_508",1042034,1,110.00,441.00,"Test","Ok",0,0,0,0.39,-116.12,0.72,-0.11,134.56,"2.5.10","08/21/2022 10:45:17 UTC+05:30",1953577,"N/A","N/A"
"FDU_508",1043409,1,110.00,580.00,"Test","Ok",0,0,0,0.39,-114.84,2.75,-0.14,134.28,"2.5.10","08/21/2022 10:45:17 UTC+05:30",1806993,"N/A","N/A"
