Type,Serial Nb,Channel Nb,Line Name,Point Nb,State,Auto Test,Easting (m),Northing (m),Elevation (m),Noise (μV),Distortion (dB),Phase(μs),Gain (%),CMRR (dB),Version,Last Test Date,Cx Master,SOH Instr. State,SOH Synchro State
"FDU_508",147560,1,110.00,589.00,"Test","Ok",0,0,0,0.36,-114.82,1.07,-0.16,132.60,"2.5.16","08/23/2022 11:25:09 UTC+05:30",1807000,"N/A","N/A"
"FDU_508",142831,1,110.00,574.00,"Test","Ok",0,0,0,0.37,-115.21,0.92,-0.17,128.62,"2.5.16","08/23/2022 11:25:09 UTC+05:30",1807000,"N/A","N/A"
"FDU_508",128461,1,110.00,575.00,"Test","Ok",0,0,0,0.36,-116.90,0.95,-0.13,128.40,"2.5.16","08/23/2022 11:25:09 UTC+05:30",1807000,"N/A","N/A"
"FDU_508",128432,1,110.00,576.00,"Test","Ok",0,0,0,0.37,-117.36,0.59,-0.15,131.81,"2.5.16","08/23/2022 11:25:09 UTC+05:30",1807000,"N/A","N/A"
"FDU_508",2010865,1,110.00,577.00,"Test","Ok",0,0,0,0.36,-117.84,0.25,-0.10,126.00,"2.5.16","08/23/2022 11:25:09 UTC+05:30",1807000,"N/A","N/A"
"FDU_508",1925964,1,110.00,578.00,"Test","Ok",0,0,0,0.35,-114.53,-0.72,-0.12,134.08,"2.5.16","08/23/2022 11:25:09 UTC+05:30",1807000,"N/A","N/A"
"FDU_508",1910909,1,110.00,579.00,"Test","Ok",0,0,0,0.35,-118.86,-0.82,-0.12,125.20,"2.5.16","08/23/2022 11:25:09 UTC+05:30",1807000,"N/A","N/A"
"FDU_508",2010871,1,110.00,580.00,"Test","Ok",0,0,0,0.36,-118.08,-0.71,-0.13,134.03,"2.5.16","08/23/2022 11:25:09 UTC+05:30",1807000,"N/A","N/A"
"FDU_508",180429,1,110.00,581.00,"Test","Ok",0,0,0,0.36,-113.09,-0.42,-0.14,128.81,"2.5.16","08/23/2022 11:25:09 UTC+05:30",1807000,"N/A","N/A"
"FDU_508",171068,1,110.00,582.00,"Test","Ok",0,0,0,0.37,-118.40,1.48,-0.12,131.38,"2.5.16","08/23/2022 11:25:09 UTC+05:30",1807000,"N/A","N/A"
"FDU_508",179940,1,110.00,583.00,"Test","Ok",0,0,0,0.34,-117.85,0.48,-0.16,128.59,"2.5.16","08/23/2022 11:25:09 UTC+05:30",1807000,"N/A","N/A"
"FDU_508",175402,1,110.00,584.00,"Test","Ok",0,0,0,0.35,-113.81,-0.74,-0.13,130.49,"2.5.16","08/23/2022 11:25:09 UTC+05:30",1807000,"N/A","N/A"
