Type,Serial Nb,Channel Nb,Line Name,Point Nb,State,Auto Test,Easting (m),Northing (m),Elevation (m),Noise (μV),Distortion (dB),Phase(μs),Gain (%),CMRR (dB),Version,Last Test Date,Cx Master,SOH Instr. State,SOH Synchro State
"FDU_508",269421,1,110.00,569.00,"Test","Ok",0,0,0,0.37,-117.48,-0.79,-0.15,137.93,"2.5.10","08/23/2022 09:58:21 UTC+05:30",1953576,"N/A","N/A"
"FDU_508",1925672,1,110.00,550.00,"Test","Ok",0,0,0,0.34,-116.14,-1.08,-0.13,134.69,"2.5.16","08/23/2022 09:58:21 UTC+05:30",1953577,"N/A","N/A"
"FDU_508",1926087,1,110.00,551.00,"Test","Ok",0,0,0,0.34,-118.01,-0.89,-0.12,130.20,"2.5.16","08/23/2022 09:58:21 UTC+05:30",1953577,"N/A","N/A"
"FDU_508",1926681,1,110.00,552.00,"Test","Ok",0,0,0,0.37,-116.85,-0.70,-0.10,127.80,"2.5.16","08/23/2022 09:58:21 UTC+05:30",1953577,"N/A","N/A"
"FDU_508",250511,1,110.00,553.00,"Test","Ok",0,0,0,0.35,-114.88,2.65,-0.12,127.96,"2.5.16","08/23/2022 09:58:21 UTC+05:30",1953577,"N/A","N/A"
"FDU_508",250829,1,110.00,554.00,"Test","Ok",0,0,0,0.36,-119.15,1.91,-0.13,127.87,"2.5.16","08/23/2022 09:58:21 UTC+05:30",1953577,"N/A","N/A"
"FDU_508",250377,1,110.00,555.00,"Test","Ok",0,0,0,0.35,-119.04,2.20,-0.12,137.12,"2.5.16","08/23/2022 09:58:21 UTC+05:30",1953577,"N/A","N/A"
"FDU_508",242650,1,110.00,556.00,"Test","Ok",0,0,0,0.36,-113.45,3.23,-0.14,132.23,"2.5.16","08/23/2022 09:58:21 UTC+05:30",1953577,"N/A","N/A"
"FDU_508",1689838,1,110.00,557.00,"Test","Ok",0,0,0,0.37,-118.67,0.86,-0.14,131.87,"2.5.16","08/23/2022 09:58:21 UTC+05:30",1953577,"N/A","N/A"
"FDU_508",1714273,1,110.00,558.00,"Test","Ok",0,0,0,0.36,-116.47,0.90,-0.13,129.70,"2.5.16","08/23/2022 09:58:21 UTC+05:30",1953577,"N/A","N/A"
"FDU_508",1714272,1,110.00,559.00,"Test","Ok",0,0,0,0.36,-115.32,0.37,-0.13,134.25,"2.5.16","08/23/2022 09:58:21 UTC+05:30",1953577,"N/A","N/A"
"FDU_508",1689837,1,110.00,560.00,"Test","Ok",0,0,0,0.36,-118.88,0.45,-0.15,134.45,"2.5.16","08/23/2022 09:58:21 UTC+05:30",1953577,"N/A","N/A"
"FDU_508",110119,1,110.00,565.00,"Test","Ok",0,0,0,0.35,-117.41,1.40,-0.16,140.34,"2.5.16","08/23/2022 09:58:21 UTC+05:30",1953576,"N/A","N/A"
"FDU_508",102239,1,110.00,566.00,"Test","Ok",0,0,0,0.35,-115.12,0.77,-0.18,126.70,"2.5.16","08/23/2022 09:58:21 UTC+05:30",1953576,"N/A","N/A"
"FDU_508",92115,1,110.00,567.00,"Test","Ok",0,0,0,0.36,-116.03,1.28,-0.17,134.74,"2.5.16","08/23/2022 09:58:21 UTC+05:30",1953576,"N/A","N/A"
"FDU_508",107034,1,110.00,568.00,"Test","Ok",0,0,0,0.35,-115.24,0.06,-0.16,131.79,"2.5.16","08/23/2022 09:58:21 UTC+05:30",1953576,"N/A","N/A"
"FDU_508",1925631,1,110.00,549.00,"Test","Ok",0,0,0,0.35,-116.00,-0.82,-0.13,126.86,"2.5.16","08/23/2022 09:58:21 UTC+05:30",1953577,"N/A","N/A"
"FDU_508",134861,1,110.00,570.00,"Test","Ok",0,0,0,0.36,-116.48,0.18,-0.17,129.89,"2.5.16","08/23/2022 09:58:21 UTC+05:30",1953576,"N/A","N/A"
"FDU_508",1066588,1,110.00,571.00,"Test","Ok",0,0,0,0.35,-112.29,-1.98,-0.12,133.29,"2.5.10","08/23/2022 09:58:21 UTC+05:30",1953576,"N/A","N/A"
"FDU_508",235726,1,110.00,572.00,"Test","Ok",0,0,0,0.35,-117.82,2.50,-0.18,126.04,"2.5.10","08/23/2022 09:58:21 UTC+05:30",1953576,"N/A","N/A"
"FDU_508",263192,1,110.00,573.00,"Test","Ok",0,0,0,0.36,-115.60,1.83,-0.17,146.49,"2.5.16","08/23/2022 09:58:21 UTC+05:30",1953576,"N/A","N/A"
"FDU_508",222906,1,110.00,574.00,"Test","Ok",0,0,0,0.34,-115.29,3.38,-0.13,130.27,"2.5.16","08/23/2022 09:58:21 UTC+05:30",1953576,"N/A","N/A"
"FDU_508",261838,1,110.00,575.00,"Test","Ok",0,0,0,0.36,-117.85,2.91,-0.13,138.03,"2.5.16","08/23/2022 09:58:21 UTC+05:30",1953576,"N/A","N/A"
"FDU_508",263170,1,110.00,576.00,"Test","Ok",0,0,0,0.35,-118.69,-0.31,-0.12,128.45,"2.5.16","08/23/2022 09:58:21 UTC+05:30",1953576,"N/A","N/A"
"FDU_508",16982,1,110.00,577.00,"Test","Ok",0,0,0,0.36,-118.65,0.36,-0.13,136.81,"2.5.16","08/23/2022 09:58:21 UTC+05:30",1953576,"N/A","N/A"
"FDU_508",231990,1,110.00,578.00,"Test","Ok",0,0,0,0.35,-117.25,-0.19,-0.16,131.63,"2.5.16","08/23/2022 09:58:21 UTC+05:30",1953576,"N/A","N/A"
"FDU_508",31567,1,110.00,579.00,"Test","Ok",0,0,0,0.36,-117.89,-0.44,-0.16,129.74,"2.5.16","08/23/2022 09:58:21 UTC+05:30",1953576,"N/A","N/A"
"FDU_508",254030,1,110.00,580.00,"Test","Ok",0,0,0,0.35,-119.36,2.40,-0.15,135.23,"2.5.16","08/23/2022 09:58:21 UTC+05:30",1953576,"N/A","N/A"
"FDU_508",803612,1,110.00,581.00,"Test","Ok",0,0,0,0.37,-114.67,-3.54,-0.16,129.18,"2.5.16","08/23/2022 09:58:21 UTC+05:30",1953576,"N/A","N/A"
"FDU_508",1041060,1,110.00,582.00,"Test","Ok",0,0,0,0.37,-116.84,1.97,-0.16,143.70,"2.5.16","08/23/2022 09:58:21 UTC+05:30",1953576,"N/A","N/A"
"FDU_508",220461,1,110.00,583.00,"Test","Ok",0,0,0,0.35,-115.79,0.21,-0.15,132.88,"2.5.16","08/23/2022 09:58:21 UTC+05:30",1953576,"N/A","N/A"
"FDU_508",1008549,1,110.00,584.00,"Test","Ok",0,0,0,0.35,-113.12,-0.04,-0.15,142.48,"2.5.16","08/23/2022 09:58:21 UTC+05:30",1953576,"N/A","N/A"
