Type,Serial Nb,Channel Nb,Line Name,Point Nb,State,Auto Test,Easting (m),Northing (m),Elevation (m),Noise (μV),Distortion (dB),Phase(μs),Gain (%),CMRR (dB),Version,Last Test Date,Cx Master,SOH Instr. State,SOH Synchro State
"FDU_508",413059,1,110.00,478.00,"Test","Ok",0,0,0,0.36,-116.31,0.12,-0.11,128.60,"2.5.16","08/21/2022 11:22:06 UTC+05:30",301204,"N/A","N/A"
"FDU_508",1051569,1,110.00,485.00,"Test","Ok",0,0,0,0.38,-113.83,2.02,-0.10,140.30,"2.5.16","08/21/2022 11:22:06 UTC+05:30",301204,"N/A","N/A"
"FDU_508",1051332,1,110.00,488.00,"Test","Ok",0,0,0,0.38,-115.35,2.82,-0.11,133.28,"2.5.16","08/21/2022 11:22:06 UTC+05:30",301204,"N/A","N/A"
"FDU_508",1050346,1,110.00,487.00,"Test","Ok",0,0,0,0.39,-115.56,3.85,-0.12,128.03,"2.5.16","08/21/2022 11:22:06 UTC+05:30",301204,"N/A","N/A"
"FDU_508",1043242,1,110.00,562.00,"Test","Ok",0,0,0,0.37,-115.31,2.68,-0.13,132.69,"2.5.10","08/21/2022 11:22:06 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",1043197,1,110.00,538.00,"Test","Ok",0,0,0,0.36,-113.82,2.68,-0.13,133.08,"2.5.10","08/21/2022 11:22:06 UTC+05:30",301204,"N/A","N/A"
"FDU_508",1043120,1,110.00,446.00,"Test","Ok",0,0,0,0.37,-112.22,2.81,-0.14,124.13,"2.5.10","08/21/2022 11:22:06 UTC+05:30",1806992,"N/A","N/A"
"FDU_508",1042388,1,110.00,561.00,"Test","Ok",0,0,0,0.38,-115.22,1.97,-0.13,130.25,"2.5.10","08/21/2022 11:22:06 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",1042054,1,110.00,540.00,"Test","Ok",0,0,0,0.40,-116.62,2.66,-0.10,131.27,"2.5.10","08/21/2022 11:22:06 UTC+05:30",301204,"N/A","N/A"
"FDU_508",1041971,1,110.00,563.00,"Test","Ok",0,0,0,0.39,-115.85,2.28,-0.14,139.82,"2.5.10","08/21/2022 11:22:06 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",1039468,1,110.00,451.00,"Test","Ok",0,0,0,0.41,-115.63,1.05,-0.08,134.20,"2.5.10","08/21/2022 11:22:06 UTC+05:30",301204,"N/A","N/A"
"FDU_508",993833,1,110.00,492.00,"Test","Ok",0,0,0,0.37,-113.45,-0.53,-0.13,134.20,"2.5.10","08/21/2022 11:22:06 UTC+05:30",301204,"N/A","N/A"
"FDU_508",827442,1,110.00,490.00,"Test","Ok",0,0,0,0.37,-114.92,-4.42,-0.12,136.13,"2.5.10","08/21/2022 11:22:06 UTC+05:30",301204,"N/A","N/A"
"FDU_508",431361,1,110.00,479.00,"Test","Ok",0,0,0,0.37,-114.53,-5.11,-0.16,137.18,"2.5.16","08/21/2022 11:22:06 UTC+05:30",301204,"N/A","N/A"
"FDU_508",428362,1,110.00,557.00,"Test","Ok",0,0,0,0.37,-114.36,-3.56,-0.13,131.30,"2.4.5","08/21/2022 11:22:06 UTC+05:30",301204,"N/A","N/A"
"FDU_508",427051,1,110.00,477.00,"Test","Ok",0,0,0,0.37,-116.62,-4.33,-0.17,125.32,"2.5.16","08/21/2022 11:22:06 UTC+05:30",301204,"N/A","N/A"
"FDU_508",1052467,1,110.00,564.00,"Test","Ok",0,0,0,0.38,-115.89,2.71,-0.11,133.27,"2.5.10","08/21/2022 11:22:06 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",390730,1,110.00,541.00,"Test","Ok",0,0,0,0.37,-114.29,0.53,-0.11,135.16,"2.5.16","08/21/2022 11:22:06 UTC+05:30",301204,"N/A","N/A"
"FDU_508",272503,1,110.00,474.00,"Test","Ok",0,0,0,0.35,-117.25,2.27,-0.14,134.10,"2.5.10","08/21/2022 11:22:06 UTC+05:30",301204,"N/A","N/A"
"FDU_508",272381,1,110.00,461.00,"Test","Ok",0,0,0,0.35,-116.10,-0.35,-0.13,128.97,"2.5.10","08/21/2022 11:22:06 UTC+05:30",301204,"N/A","N/A"
"FDU_508",272209,1,110.00,444.00,"Test","Ok",0,0,0,0.36,-113.44,-0.35,-0.14,132.37,"2.5.10","08/21/2022 11:22:06 UTC+05:30",1806992,"N/A","N/A"
"FDU_508",271361,1,110.00,508.00,"Test","Ok",0,0,0,0.36,-115.82,1.23,-0.13,126.27,"2.5.10","08/21/2022 11:22:06 UTC+05:30",301204,"N/A","N/A"
