Type,Serial Nb,Channel Nb,Line Name,Point Nb,State,Auto Test,Easting (m),Northing (m),Elevation (m),Noise (μV),Distortion (dB),Phase(μs),Gain (%),CMRR (dB),Version,Last Test Date,Cx Master,SOH Instr. State,SOH Synchro State
"FDU_508",2050970,1,110.00,533.00,"Test","Ok",0,0,0,0.35,-116.88,2.77,-0.14,144.69,"2.5.16","08/20/2022 15:59:47 UTC+05:30",10079,"N/A","N/A"
"FDU_508",2012574,1,110.00,620.00,"Test","Ok",0,0,0,0.36,-115.44,1.90,-0.11,126.80,"2.5.16","08/20/2022 15:59:47 UTC+05:30",1807002,"N/A","N/A"
"FDU_508",2013602,1,110.00,619.00,"Test","Ok",0,0,0,0.36,-117.71,2.33,-0.11,137.67,"2.5.16","08/20/2022 15:59:47 UTC+05:30",1807002,"N/A","N/A"
"FDU_508",2013603,1,110.00,617.00,"Test","Ok",0,0,0,0.36,-113.21,2.04,-0.12,134.35,"2.5.16","08/20/2022 15:59:47 UTC+05:30",1807002,"N/A","N/A"
"FDU_508",2022041,1,110.00,491.00,"Test","Ok",0,0,0,0.35,-117.49,3.68,-0.14,139.87,"2.5.16","08/20/2022 15:59:47 UTC+05:30",10079,"N/A","N/A"
"FDU_508",2022042,1,110.00,490.00,"Test","Ok",0,0,0,0.38,-117.23,3.07,-0.13,128.57,"2.5.16","08/20/2022 15:59:47 UTC+05:30",10079,"N/A","N/A"
"FDU_508",2022043,1,110.00,489.00,"Test","Ok",0,0,0,0.37,-116.40,3.62,-0.12,137.86,"2.5.16","08/20/2022 15:59:47 UTC+05:30",10079,"N/A","N/A"
"FDU_508",2022256,1,110.00,492.00,"Test","Ok",0,0,0,0.37,-114.43,4.09,-0.12,135.33,"2.5.16","08/20/2022 15:59:47 UTC+05:30",10079,"N/A","N/A"
"FDU_508",2024659,1,110.00,412.00,"Test","Ok",0,0,0,0.37,-117.32,4.66,-0.12,127.33,"2.5.16","08/20/2022 15:59:47 UTC+05:30",1806992,"N/A","N/A"
"FDU_508",2025156,1,110.00,420.00,"Test","Ok",0,0,0,0.37,-114.95,3.86,-0.12,128.65,"2.5.16","08/20/2022 15:59:47 UTC+05:30",1806992,"N/A","N/A"
"FDU_508",2025158,1,110.00,417.00,"Test","Ok",0,0,0,0.37,-117.48,3.71,-0.13,158.73,"2.5.16","08/20/2022 15:59:47 UTC+05:30",1806992,"N/A","N/A"
"FDU_508",2025531,1,110.00,418.00,"Test","Ok",0,0,0,0.36,-113.67,3.29,-0.13,133.43,"2.5.16","08/20/2022 15:59:47 UTC+05:30",1806992,"N/A","N/A"
"FDU_508",2025710,1,110.00,419.00,"Test","Ok",0,0,0,0.36,-113.70,3.85,-0.13,126.14,"2.5.16","08/20/2022 15:59:47 UTC+05:30",1806992,"N/A","N/A"
"FDU_508",2050959,1,110.00,536.00,"Test","Ok",0,0,0,0.37,-115.30,2.03,-0.14,122.68,"2.5.16","08/20/2022 15:59:47 UTC+05:30",10079,"N/A","N/A"
"FDU_508",2050967,1,110.00,534.00,"Test","Ok",0,0,0,0.37,-115.53,3.24,-0.13,139.45,"2.5.16","08/20/2022 15:59:47 UTC+05:30",10079,"N/A","N/A"
"FDU_508",2050969,1,110.00,535.00,"Test","Ok",0,0,0,0.37,-117.86,3.31,-0.12,126.09,"2.5.16","08/20/2022 15:59:47 UTC+05:30",10079,"N/A","N/A"
"FDU_508",2012567,1,110.00,618.00,"Test","Ok",0,0,0,0.37,-114.81,1.64,-0.13,130.77,"2.5.16","08/20/2022 15:59:47 UTC+05:30",1807002,"N/A","N/A"
"FDU_508",2051018,1,110.00,411.00,"Test","Ok",0,0,0,0.37,-115.52,4.09,-0.13,134.61,"2.5.16","08/20/2022 15:59:47 UTC+05:30",1806992,"N/A","N/A"
"FDU_508",2051620,1,110.00,429.00,"Test","Ok",0,0,0,0.37,-116.51,2.61,-0.11,130.91,"2.5.16","08/20/2022 15:59:47 UTC+05:30",1806992,"N/A","N/A"
"FDU_508",2051622,1,110.00,430.00,"Test","Ok",0,0,0,0.35,-117.43,2.69,-0.11,140.79,"2.5.16","08/20/2022 15:59:47 UTC+05:30",1806992,"N/A","N/A"
"FDU_508",2052005,1,110.00,409.00,"Test","Ok",0,0,0,0.37,-117.37,1.83,-0.13,148.14,"2.5.16","08/20/2022 15:59:47 UTC+05:30",1806992,"N/A","N/A"
