Type,Serial Nb,Channel Nb,Line Name,Point Nb,State,Auto Test,Easting (m),Northing (m),Elevation (m),Noise (μV),Distortion (dB),Phase(μs),Gain (%),CMRR (dB),Version,Last Test Date,Cx Master,SOH Instr. State,SOH Synchro State
"FDU_508",93725,1,110.00,501.00,"Test","Ok",0,0,0,0.35,-115.11,1.39,-0.18,129.33,"2.5.16","08/23/2022 14:33:20 UTC+05:30",1806981,"N/A","N/A"
"FDU_508",87461,1,110.00,502.00,"Test","Ok",0,0,0,0.35,-116.18,-0.11,-0.18,139.99,"2.5.16","08/23/2022 14:33:20 UTC+05:30",1806981,"N/A","N/A"
"FDU_508",95254,1,110.00,503.00,"Test","Ok",0,0,0,0.35,-117.17,0.98,-0.15,129.28,"2.5.16","08/23/2022 14:33:20 UTC+05:30",1806981,"N/A","N/A"
"FDU_508",249164,1,110.00,504.00,"Test","Ok",0,0,0,0.35,-119.29,2.31,-0.12,128.20,"2.5.16","08/23/2022 14:33:20 UTC+05:30",1806981,"N/A","N/A"
"FDU_508",966516,1,110.00,505.00,"Test","Ok",0,0,0,0.39,-115.60,-3.62,-0.13,151.30,"2.5.16","08/23/2022 14:33:20 UTC+05:30",1806981,"N/A","N/A"
"FDU_508",1039708,1,110.00,506.00,"Test","Ok",0,0,0,0.41,-115.81,1.77,-0.11,125.57,"2.5.16","08/23/2022 14:33:20 UTC+05:30",1806981,"N/A","N/A"
"FDU_508",1042083,1,110.00,507.00,"Test","Ok",0,0,0,0.38,-115.01,3.30,-0.14,135.90,"2.5.16","08/23/2022 14:33:20 UTC+05:30",1806981,"N/A","N/A"
"FDU_508",473424,1,110.00,508.00,"Test","Ok",0,0,0,0.36,-113.51,-0.17,-0.16,128.94,"2.5.16","08/23/2022 14:33:20 UTC+05:30",1806981,"N/A","N/A"
"FDU_508",44391,1,110.00,509.00,"Test","Ok",0,0,0,0.35,-118.51,1.69,-0.15,129.34,"2.5.16","08/23/2022 14:33:20 UTC+05:30",1806981,"N/A","N/A"
"FDU_508",75042,1,110.00,510.00,"Test","Ok",0,0,0,0.36,-118.80,-1.12,-0.14,125.70,"2.5.16","08/23/2022 14:33:20 UTC+05:30",1806981,"N/A","N/A"
"FDU_508",244837,1,110.00,511.00,"Test","Ok",0,0,0,0.35,-116.32,1.20,-0.11,148.54,"2.5.16","08/23/2022 14:33:20 UTC+05:30",1806981,"N/A","N/A"
"FDU_508",78627,1,110.00,512.00,"Test","Ok",0,0,0,0.35,-117.08,-1.86,-0.19,135.22,"2.5.16","08/23/2022 14:33:20 UTC+05:30",1806981,"N/A","N/A"
"FDU_508",220652,1,110.00,513.00,"Test","Ok",0,0,0,0.35,-118.74,0.32,-0.11,130.04,"2.5.16","08/23/2022 14:33:20 UTC+05:30",1806981,"N/A","N/A"
"FDU_508",1030224,1,110.00,514.00,"Test","Ok",0,0,0,0.39,-116.84,1.83,-0.10,129.27,"2.5.16","08/23/2022 14:33:20 UTC+05:30",1806981,"N/A","N/A"
"FDU_508",41966,1,110.00,515.00,"Test","Ok",0,0,0,0.36,-117.84,-0.58,-0.08,138.57,"2.5.16","08/23/2022 14:33:20 UTC+05:30",1806981,"N/A","N/A"
"FDU_508",1067379,1,110.00,516.00,"Test","Ok",0,0,0,0.36,-115.97,-3.56,-0.10,135.40,"2.5.16","08/23/2022 14:33:20 UTC+05:30",1806981,"N/A","N/A"
"FDU_508",1044864,1,110.00,517.00,"Test","Ok",0,0,0,0.38,-114.11,4.04,-0.11,127.52,"2.5.16","08/23/2022 14:33:20 UTC+05:30",1806981,"N/A","N/A"
"FDU_508",1058994,1,110.00,518.00,"Test","Ok",0,0,0,0.37,-113.91,1.73,-0.13,141.50,"2.5.16","08/23/2022 14:33:20 UTC+05:30",1806981,"N/A","N/A"
"FDU_508",960002,1,110.00,519.00,"Test","Ok",0,0,0,0.39,-113.79,-0.45,-0.12,131.45,"2.5.16","08/23/2022 14:33:20 UTC+05:30",1806981,"N/A","N/A"
"FDU_508",1040139,1,110.00,520.00,"Test","Ok",0,0,0,0.38,-115.74,1.69,-0.12,130.86,"2.5.16","08/23/2022 14:33:20 UTC+05:30",1806981,"N/A","N/A"
