Type,Serial Nb,Channel Nb,Line Name,Point Nb,State,Auto Test,Easting (m),Northing (m),Elevation (m),Noise (μV),Distortion (dB),Phase(μs),Gain (%),CMRR (dB),Version,Last Test Date,Cx Master,SOH Instr. State,SOH Synchro State
"FDU_508",2023996,1,110.00,390.00,"Test","Ok",0,0,0,0.36,-118.45,3.04,-0.12,129.78,"2.5.16","08/20/2022 10:24:46 UTC+05:30",1806992,"N/A","N/A"
"FDU_508",2013578,1,110.00,592.00,"Test","Ok",0,0,0,0.36,-114.35,2.63,-0.11,138.93,"2.5.16","08/20/2022 10:24:46 UTC+05:30",1807002,"N/A","N/A"
"FDU_508",2013581,1,110.00,590.00,"Test","Ok",0,0,0,0.35,-115.81,2.51,-0.12,131.65,"2.5.16","08/20/2022 10:24:46 UTC+05:30",1807002,"N/A","N/A"
"FDU_508",2013597,1,110.00,582.00,"Test","Ok",0,0,0,0.34,-116.28,2.13,-0.13,136.25,"2.5.16","08/20/2022 10:24:46 UTC+05:30",1807002,"N/A","N/A"
"FDU_508",2013600,1,110.00,583.00,"Test","Ok",0,0,0,0.36,-116.42,3.33,-0.14,127.45,"2.5.16","08/20/2022 10:24:46 UTC+05:30",1807002,"N/A","N/A"
"FDU_508",2013616,1,110.00,509.00,"Test","Ok",0,0,0,0.37,-117.47,3.07,-0.11,130.04,"2.5.16","08/20/2022 10:24:46 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",2013662,1,110.00,446.00,"Test","Ok",0,0,0,0.37,-115.65,2.51,-0.12,136.15,"2.5.16","08/20/2022 10:24:46 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",2013724,1,110.00,445.00,"Test","Ok",0,0,0,0.36,-117.79,0.95,-0.11,135.88,"2.5.16","08/20/2022 10:24:46 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",2013965,1,110.00,584.00,"Test","Ok",0,0,0,0.38,-115.05,1.86,-0.13,130.24,"2.5.16","08/20/2022 10:24:46 UTC+05:30",1807002,"N/A","N/A"
"FDU_508",2014037,1,110.00,589.00,"Test","Ok",0,0,0,0.37,-115.96,2.90,-0.13,133.71,"2.5.16","08/20/2022 10:24:46 UTC+05:30",1807002,"N/A","N/A"
"FDU_508",2014042,1,110.00,447.00,"Test","Ok",0,0,0,0.36,-116.19,2.65,-0.11,135.19,"2.5.16","08/20/2022 10:24:46 UTC+05:30",1806993,"N/A","N/A"
"FDU_508",2022369,1,110.00,608.00,"Test","Ok",0,0,0,0.37,-117.45,4.50,-0.13,143.09,"2.5.16","08/20/2022 10:24:46 UTC+05:30",1807002,"N/A","N/A"
